Nhood,business_id_count,n_biz_in_2km_avg,is_open_avg,stars_avg,review_count_avg,wday_hrs_avg,wend_hrs_avg,RestaurantsPriceRange2_avg,open_till_late_ratio,Restaurants_ratio,Food_ratio,Coffee & Tea_ratio,Shopping_ratio,Nightlife_ratio,Home Services_ratio,Local Services_ratio,Beauty & Spas_ratio,Health & Medical_ratio,Automotive_ratio,Arts & Entertainment_ratio,Hotels & Travel_ratio,Alcohol_ratio,DressFormal_ratio,RestaurantsTakeOut_ratio
"The Strip, Las Vegas, NV",2643,2522.919031403708,0.7926598562239879,3.5709421112372306,177.98827090427545,41.209767940471686,16.522783453146676,2.3422818791946307,0.36435868331441545,0.3227393113885736,0.14150586454786226,0.04502459326522891,0.2376087779038971,0.21188043889519487,0.006053726825576996,0.01324252743094968,0.07226636398032539,0.009837306091562617,0.004540295119182747,0.1793416572077185,0.08248202799848657,0.3325766174801362,0.04842981460461597,0.27128263337116915
"Meadows Village, Las Vegas, NV",426,1546.462441314554,0.7863849765258216,3.937793427230047,57.81924882629108,44.392566510172145,14.867331768388107,1.897119341563786,0.215962441314554,0.1807511737089202,0.07746478873239436,0.014084507042253521,0.25586854460093894,0.12441314553990611,0.1056338028169014,0.1056338028169014,0.07981220657276995,0.023474178403755867,0.09859154929577464,0.11971830985915492,0.08685446009389672,0.13615023474178403,0.009389671361502348,0.1572769953051643
"Downtown, Las Vegas, NV",923,1426.0357529794148,0.8104008667388949,3.805525460455038,70.13326110509209,40.405290718671004,13.748573492235465,1.8538205980066444,0.3131094257854821,0.25677139761646806,0.14517876489707476,0.028169014084507043,0.25460455037919827,0.14301191765980498,0.03683640303358613,0.04983748645720477,0.05742145178764897,0.013001083423618635,0.01950162513542795,0.13217768147345613,0.05850487540628386,0.19393282773564463,0.0065005417118093175,0.24485373781148428
"South Scottsdale, Scottsdale, AZ",2889,1319.3807545863622,0.7822776047075113,3.927829698857736,47.44202146071305,40.15169608861198,11.890706126687435,2.013157894736842,0.29871928002769127,0.20976116303219106,0.10488058151609553,0.025268258913118725,0.18414676358601592,0.09795777085496711,0.10349601938386985,0.0612668743509865,0.16960886119764623,0.11214953271028037,0.0463828314295604,0.03772931810314988,0.040498442367601244,0.16303219106957426,0.01142263759086189,0.19972308757355486
"Bluff, Pittsburgh, PA",24,1188.0833333333333,0.8333333333333334,3.5625,18.083333333333332,40.770833333333336,12.333333333333334,1.8888888888888888,0.4166666666666667,0.5416666666666666,0.20833333333333334,0.08333333333333333,0.0,0.375,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.4583333333333333,0.0,0.5
"Downtown Charlotte, Charlotte, NC",416,1123.0841346153845,0.8004807692307693,3.6466346153846154,41.08653846153846,36.06850961538461,10.316025641025643,1.7686832740213523,0.3125,0.4182692307692308,0.20432692307692307,0.052884615384615384,0.0889423076923077,0.15625,0.055288461538461536,0.03365384615384615,0.055288461538461536,0.03125,0.016826923076923076,0.08173076923076923,0.0625,0.27163461538461536,0.03365384615384615,0.3918269230769231
"Central Business District, Pittsburgh, PA",601,1079.2296173044924,0.7953410981697171,3.610648918469218,38.051580698835274,35.12271214642263,8.955906821963394,1.8156682027649769,0.3011647254575707,0.45757071547420963,0.19633943427620631,0.05823627287853577,0.12479201331114809,0.11647254575707154,0.03494176372712146,0.03993344425956739,0.04991680532445923,0.03993344425956739,0.011647254575707155,0.05823627287853577,0.04658901830282862,0.22129783693843594,0.036605657237936774,0.454242928452579
"First Ward, Charlotte, NC",132,1044.8257575757575,0.7878787878787878,3.840909090909091,52.734848484848484,37.01136363636363,11.68939393939394,1.9325842696629214,0.29545454545454547,0.36363636363636365,0.25,0.030303030303030304,0.06060606060606061,0.2803030303030303,0.03787878787878788,0.007575757575757576,0.05303030303030303,0.022727272727272728,0.03787878787878788,0.15151515151515152,0.09090909090909091,0.3939393939393939,0.045454545454545456,0.3106060606060606
"Huntridge, Las Vegas, NV",288,1044.6284722222222,0.8541666666666666,3.623263888888889,35.375,41.619791666666664,12.86111111111111,1.5918367346938775,0.24305555555555555,0.20833333333333334,0.10416666666666667,0.006944444444444444,0.19791666666666666,0.0763888888888889,0.0763888888888889,0.052083333333333336,0.08333333333333333,0.10416666666666667,0.11458333333333333,0.024305555555555556,0.03819444444444445,0.10416666666666667,0.006944444444444444,0.2048611111111111
"Rancho Charleston, Las Vegas, NV",997,1019.7201604814443,0.8294884653961886,3.6905717151454365,35.44332998996991,40.010197258442,11.50397860247409,1.7214428857715431,0.22868605817452356,0.1855566700100301,0.09227683049147442,0.014042126379137413,0.23671013039117353,0.03610832497492478,0.12637913741223672,0.10230692076228685,0.08926780341023069,0.1213640922768305,0.09027081243731194,0.03009027081243731,0.0160481444332999,0.07021063189568706,0.0020060180541624875,0.19157472417251756
"Fourth Ward, Charlotte, NC",238,999.8739495798319,0.7563025210084033,3.6365546218487395,32.10084033613445,36.37920168067227,11.13655462184874,1.7730496453900708,0.2857142857142857,0.36134453781512604,0.18067226890756302,0.03361344537815126,0.07142857142857142,0.18067226890756302,0.11764705882352941,0.07563025210084033,0.08403361344537816,0.012605042016806723,0.04201680672268908,0.06722689075630252,0.04201680672268908,0.24369747899159663,0.04201680672268908,0.31932773109243695
"Cherry, Charlotte, NC",59,978.2881355932203,0.8983050847457628,3.7033898305084745,32.28813559322034,36.317796610169495,10.542372881355933,1.8043478260869565,0.3898305084745763,0.3220338983050847,0.13559322033898305,0.03389830508474576,0.23728813559322035,0.01694915254237288,0.01694915254237288,0.1016949152542373,0.1694915254237288,0.0847457627118644,0.0847457627118644,0.0,0.0,0.15254237288135594,0.0,0.3898305084745763
"Cultural Corridor, Las Vegas, NV",268,977.0298507462686,0.8097014925373134,3.6063432835820897,18.30223880597015,28.14365671641791,9.147388059701493,1.9,0.10820895522388059,0.15298507462686567,0.09328358208955224,0.0,0.08955223880597014,0.06716417910447761,0.1828358208955224,0.11567164179104478,0.03731343283582089,0.029850746268656716,0.048507462686567165,0.1044776119402985,0.06716417910447761,0.08955223880597014,0.011194029850746268,0.11567164179104478
"Westgate, Henderson, NV",847,974.939787485242,0.7922077922077922,3.857142857142857,48.0767414403778,40.67709563164109,11.302833530106257,1.7869955156950672,0.28807556080283353,0.20425029515938606,0.1050767414403778,0.01652892561983471,0.12160566706021252,0.0295159386068477,0.10743801652892562,0.04604486422668241,0.20543093270365997,0.2384887839433294,0.0295159386068477,0.0070838252656434475,0.018890200708382526,0.10743801652892562,0.004722550177095631,0.21251475796930341
"East Allegheny, Pittsburgh, PA",33,964.9090909090909,0.9393939393939394,3.878787878787879,32.57575757575758,33.15151515151515,9.803030303030303,1.5172413793103448,0.30303030303030304,0.5454545454545454,0.30303030303030304,0.06060606060606061,0.06060606060606061,0.18181818181818182,0.0,0.06060606060606061,0.09090909090909091,0.0,0.030303030303030304,0.12121212121212122,0.030303030303030304,0.21212121212121213,0.030303030303030304,0.48484848484848486
"Paradise, Las Vegas, NV",5454,939.1635496883022,0.8192152548588192,3.674275760909424,50.751008434176754,43.03379476836573,13.523957951350688,1.7348066298342542,0.23854052071873855,0.2376237623762376,0.1078107810781078,0.016685001833516684,0.15126512651265125,0.07554088742207554,0.12412907957462413,0.08415841584158416,0.10047671433810047,0.07334066740007333,0.09295929592959296,0.040887422075540886,0.05665566556655666,0.12614594792812614,0.005133846718005134,0.2301063439677301
"Third Ward, Charlotte, NC",31,935.5483870967741,0.8064516129032258,3.225806451612903,20.419354838709676,36.66129032258065,10.096774193548388,1.6666666666666667,0.2903225806451613,0.45161290322580644,0.1935483870967742,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.0,0.06451612903225806,0.0,0.03225806451612903,0.03225806451612903,0.22580645161290322,0.0,0.5161290322580645
"North Shore, Pittsburgh, PA",52,913.5769230769231,0.8846153846153846,3.4134615384615383,59.63461538461539,37.11538461538461,13.567307692307692,2.0833333333333335,0.28846153846153844,0.5,0.07692307692307693,0.0,0.038461538461538464,0.36538461538461536,0.019230769230769232,0.0,0.0,0.0,0.019230769230769232,0.1346153846153846,0.11538461538461539,0.5,0.019230769230769232,0.4230769230769231
"South Shore, Pittsburgh, PA",53,908.6415094339623,0.7924528301886793,3.4150943396226414,43.528301886792455,35.75471698113208,13.90566037735849,1.972972972972973,0.33962264150943394,0.37735849056603776,0.1320754716981132,0.05660377358490566,0.1320754716981132,0.33962264150943394,0.0,0.0,0.03773584905660377,0.0,0.03773584905660377,0.11320754716981132,0.11320754716981132,0.39622641509433965,0.03773584905660377,0.3018867924528302
"Central City, Phoenix, AZ",1897,902.7095413811281,0.8260411175540326,3.628887717448603,46.73115445440169,35.16455807415217,10.224415744157442,1.6427783902976847,0.20084343700579863,0.2883500263574064,0.14127569847127042,0.042698998418555616,0.11649973642593568,0.0753821823932525,0.1423299947285187,0.08697944122298366,0.037954665260938325,0.04164470216130733,0.07696362677912494,0.07432788613600422,0.07696362677912494,0.1481286241433843,0.0036900369003690036,0.27727991565629945
"Dilworth, Charlotte, NC",451,840.2594235033259,0.7871396895787139,3.828159645232816,45.23725055432372,39.24778270509978,10.9490022172949,1.9756838905775076,0.37028824833702884,0.2660753880266075,0.14412416851441243,0.028824833702882482,0.18403547671840353,0.1130820399113082,0.06873614190687362,0.04212860310421286,0.1973392461197339,0.11529933481152993,0.022172949002217297,0.057649667405764965,0.013303769401330377,0.22838137472283815,0.015521064301552107,0.270509977827051
"Maple-Ash, Tempe, AZ",51,826.3333333333334,0.6666666666666666,3.7450980392156863,60.372549019607845,42.181372549019606,13.362745098039216,1.5675675675675675,0.45098039215686275,0.27450980392156865,0.1568627450980392,0.0784313725490196,0.23529411764705882,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.17647058823529413,0.058823529411764705,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0784313725490196,0.0,0.27450980392156865
"Capitol, Madison, WI",607,784.4382207578253,0.7166392092257001,3.698517298187809,45.31795716639209,41.71677649643053,14.315403624382208,1.7550200803212852,0.40691927512355847,0.5107084019769358,0.21746293245469522,0.05930807248764415,0.14662273476112025,0.20098846787479407,0.047775947281713346,0.023064250411861616,0.0642504118616145,0.026359143327841845,0.004942339373970346,0.06260296540362438,0.032948929159802305,0.35090609555189456,0.03130148270181219,0.45304777594728174
"Greenville, Charlotte, NC",38,782.6315789473684,0.631578947368421,3.526315789473684,35.78947368421053,30.42105263157895,10.723684210526315,1.962962962962963,0.2631578947368421,0.34210526315789475,0.07894736842105263,0.0,0.02631578947368421,0.6052631578947368,0.02631578947368421,0.05263157894736842,0.0,0.02631578947368421,0.02631578947368421,0.34210526315789475,0.0,0.6578947368421053,0.05263157894736842,0.23684210526315788
"Bloomfield, Pittsburgh, PA",193,772.3367875647668,0.8290155440414507,3.6865284974093266,31.54922279792746,38.88989637305699,12.369170984455959,1.5352112676056338,0.44041450777202074,0.41968911917098445,0.19170984455958548,0.04145077720207254,0.17098445595854922,0.10362694300518134,0.015544041450777202,0.04145077720207254,0.07253886010362694,0.06217616580310881,0.07253886010362694,0.05181347150259067,0.02072538860103627,0.17098445595854922,0.0,0.41968911917098445
"Mitchell Park West, Tempe, AZ",24,770.125,0.625,4.0,85.45833333333333,37.979166666666664,9.625,1.6842105263157894,0.4583333333333333,0.4583333333333333,0.20833333333333334,0.041666666666666664,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.125,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0,0.20833333333333334,0.0,0.5
"Shadyside, Pittsburgh, PA",301,760.4285714285714,0.7973421926910299,3.7093023255813953,38.87043189368771,38.03986710963455,12.044850498338871,2.071111111111111,0.4019933554817276,0.292358803986711,0.15614617940199335,0.03986710963455149,0.2159468438538206,0.09966777408637874,0.053156146179401995,0.05647840531561462,0.16943521594684385,0.10299003322259136,0.006644518272425249,0.009966777408637873,0.013289036544850499,0.17940199335548174,0.019933554817275746,0.29900332225913623
"Strip District, Pittsburgh, PA",211,758.1090047393365,0.7725118483412322,4.002369668246446,59.29383886255924,31.836097946287516,10.329225908372829,1.70625,0.2559241706161137,0.3744075829383886,0.36492890995260663,0.052132701421800945,0.11848341232227488,0.16113744075829384,0.02843601895734597,0.018957345971563982,0.023696682464454975,0.02843601895734597,0.023696682464454975,0.09004739336492891,0.03317535545023697,0.22748815165876776,0.023696682464454975,0.4265402843601896
"Whitney Ranch, Henderson, NV",577,733.582322357019,0.8700173310225303,3.5086655112651646,42.4419410745234,42.71013864818024,14.021230502599654,1.8081841432225063,0.44714038128249567,0.24436741767764297,0.10745233968804159,0.012131715771230503,0.3240901213171577,0.03119584055459272,0.07452339688041594,0.06412478336221837,0.1022530329289428,0.0831889081455806,0.05199306759098787,0.024263431542461005,0.01733102253032929,0.10051993067590988,0.0,0.2512998266897747
"Riverside, Tempe, AZ",32,731.625,0.78125,3.265625,119.71875,47.9375,16.5,1.6818181818181819,0.34375,0.53125,0.0,0.0,0.15625,0.15625,0.125,0.03125,0.0625,0.03125,0.03125,0.0,0.0,0.34375,0.0,0.5
"Downtown, Cleveland, OH",580,726.6741379310345,0.803448275862069,3.5948275862068964,42.703448275862065,36.22830459770115,10.27235632183908,1.8202764976958525,0.3103448275862069,0.5103448275862069,0.1879310344827586,0.06379310344827586,0.07586206896551724,0.24482758620689654,0.039655172413793106,0.03793103448275862,0.04310344827586207,0.017241379310344827,0.017241379310344827,0.09827586206896552,0.056896551724137934,0.3448275862068966,0.04827586206896552,0.47758620689655173
"North Oakland, Pittsburgh, PA",135,726.2888888888889,0.8592592592592593,3.6592592592592594,38.63703703703704,31.846296296296295,9.825925925925926,1.4948453608247423,0.32592592592592595,0.43703703703703706,0.2222222222222222,0.08148148148148149,0.08148148148148149,0.08148148148148149,0.02962962962962963,0.02962962962962963,0.044444444444444446,0.05185185185185185,0.02962962962962963,0.1111111111111111,0.037037037037037035,0.13333333333333333,0.0,0.45925925925925926
"Garfield, Pittsburgh, PA",29,725.2068965517242,0.7586206896551724,4.120689655172414,46.48275862068966,34.172413793103445,11.03448275862069,1.65,0.4482758620689655,0.41379310344827586,0.20689655172413793,0.10344827586206896,0.27586206896551724,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.2413793103448276,0.0,0.1724137931034483,0.034482758620689655,0.3793103448275862
"Winchester, Las Vegas, NV",352,723.2244318181819,0.8181818181818182,3.4673295454545454,38.96022727272727,39.96377840909091,12.149857954545455,1.6593406593406594,0.2528409090909091,0.24431818181818182,0.11647727272727272,0.008522727272727272,0.125,0.07386363636363637,0.06818181818181818,0.048295454545454544,0.07954545454545454,0.17897727272727273,0.10227272727272728,0.03409090909090909,0.03125,0.1278409090909091,0.0,0.25
"Mount Washington, Pittsburgh, PA",47,716.531914893617,0.9148936170212766,3.627659574468085,42.702127659574465,38.978368794326244,13.818794326241136,1.8055555555555556,0.44680851063829785,0.46808510638297873,0.23404255319148937,0.02127659574468085,0.0425531914893617,0.23404255319148937,0.06382978723404255,0.0851063829787234,0.0851063829787234,0.0,0.0425531914893617,0.0,0.0,0.3617021276595745,0.06382978723404255,0.46808510638297873
"Buffalo, Las Vegas, NV",661,713.767019667171,0.8366111951588502,3.8978819969742813,36.553706505295004,40.649773071104384,10.486384266263238,1.6734693877551021,0.2526475037821483,0.16036308623298035,0.08018154311649017,0.012102874432677761,0.17095310136157338,0.024205748865355523,0.09682299546142209,0.08472012102874432,0.12556732223903178,0.1800302571860817,0.10892586989409984,0.019667170953101363,0.009077155824508321,0.04236006051437216,0.0045385779122541605,0.16338880484114976
"Hughes Acres, Tempe, AZ",33,701.7272727272727,0.8484848484848485,3.712121212121212,28.87878787878788,42.65151515151515,11.363636363636363,1.4761904761904763,0.24242424242424243,0.30303030303030304,0.030303030303030304,0.0,0.15151515151515152,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.21212121212121213,0.21212121212121213,0.030303030303030304,0.0,0.0,0.06060606060606061,0.0,0.2727272727272727
"Encanto, Phoenix, AZ",1066,700.2448405253283,0.8180112570356473,3.7185741088180113,44.76641651031895,36.698968105065674,10.06607254534084,1.602540834845735,0.22326454033771106,0.24671669793621012,0.11632270168855535,0.03095684803001876,0.14165103189493433,0.06941838649155722,0.08067542213883677,0.07223264540337711,0.07410881801125703,0.15196998123827393,0.0647279549718574,0.039399624765478425,0.025328330206378986,0.12664165103189493,0.001876172607879925,0.2551594746716698
"Wilmore, Charlotte, NC",48,697.6875,0.7708333333333334,3.8645833333333335,32.25,42.270833333333336,10.010416666666666,1.9259259259259258,0.3541666666666667,0.14583333333333334,0.20833333333333334,0.0625,0.125,0.10416666666666667,0.10416666666666667,0.10416666666666667,0.08333333333333333,0.020833333333333332,0.125,0.0625,0.020833333333333332,0.1875,0.0,0.2916666666666667
"Desert Shores, Las Vegas, NV",408,692.0637254901961,0.8995098039215687,3.4963235294117645,28.40686274509804,38.5796568627451,9.35171568627451,1.8596491228070176,0.16911764705882354,0.13970588235294118,0.06372549019607843,0.004901960784313725,0.056372549019607844,0.024509803921568627,0.10784313725490197,0.07107843137254902,0.09558823529411764,0.42892156862745096,0.012254901960784314,0.014705882352941176,0.00980392156862745,0.04411764705882353,0.004901960784313725,0.1323529411764706
"Squirrel Hill North, Pittsburgh, PA",68,682.4705882352941,0.8676470588235294,3.8088235294117645,28.852941176470587,31.77573529411765,9.632352941176471,1.7555555555555555,0.35294117647058826,0.3235294117647059,0.27941176470588236,0.08823529411764706,0.16176470588235295,0.0,0.04411764705882353,0.029411764705882353,0.10294117647058823,0.11764705882352941,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0,0.3382352941176471
"Alegre Community, Tempe, AZ",35,682.1428571428571,0.7714285714285715,3.7714285714285714,45.08571428571429,42.74285714285714,12.857142857142858,1.6,0.2571428571428571,0.17142857142857143,0.08571428571428572,0.05714285714285714,0.2571428571428571,0.08571428571428572,0.2857142857142857,0.11428571428571428,0.05714285714285714,0.0,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.0,0.14285714285714285
"Southside Flats, Pittsburgh, PA",387,671.6666666666666,0.7648578811369509,3.6808785529715764,35.24547803617571,36.03875968992248,12.583333333333334,1.7747440273037542,0.3695090439276486,0.37467700258397935,0.16795865633074936,0.03617571059431524,0.16279069767441862,0.21188630490956073,0.028423772609819122,0.03875968992248062,0.09043927648578812,0.03359173126614987,0.031007751937984496,0.05167958656330749,0.015503875968992248,0.2868217054263566,0.007751937984496124,0.34366925064599485
"Spring Valley, Las Vegas, NV",4030,661.8759305210918,0.822332506203474,3.8557071960297766,48.276923076923076,43.416852770885036,12.718469809760133,1.7053398058252427,0.28213399503722086,0.21811414392059553,0.10570719602977667,0.019851116625310174,0.12754342431761787,0.04168734491315137,0.12382133995037221,0.06923076923076923,0.1607940446650124,0.1607940446650124,0.06600496277915632,0.020595533498759304,0.011166253101736972,0.09801488833746898,0.0017369727047146402,0.23076923076923078
"Greenbush, Madison, WI",44,652.7045454545455,0.8181818181818182,3.590909090909091,31.59090909090909,47.212121212121204,14.950757575757576,1.7666666666666666,0.2727272727272727,0.4318181818181818,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.06818181818181818,0.022727272727272728,0.11363636363636363,0.022727272727272728,0.022727272727272728,0.0,0.29545454545454547,0.0,0.4318181818181818
"MacDonald Ranch, Henderson, NV",254,650.6574803149606,0.8346456692913385,3.9035433070866143,41.42125984251968,42.52755905511811,12.26476377952756,1.811965811965812,0.2874015748031496,0.2125984251968504,0.1220472440944882,0.01968503937007874,0.1141732283464567,0.011811023622047244,0.11023622047244094,0.05905511811023622,0.1377952755905512,0.24015748031496062,0.003937007874015748,0.01968503937007874,0.0,0.0984251968503937,0.0,0.24015748031496062
